,Timestamp,Open,High,Low,Close,Volume,Slope,Regime,Vol_Rate,signal,Price_Acc,Slope_Mom,exit,Slope_Decay,pair,window
1970-01-01 00:00:00.000000036,2020-12-21 09:00:00,23677.63,23760.0,22361.0,22663.0,127061.095,-84.10738095238074,Trend,2.367136900215486,-1,-757.4100000000035,-110.51952380952366,1,-4.184420946354022,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000037,2020-12-21 12:00:00,22663.01,23195.0,21920.0,23149.07,106620.89,-134.29738095238085,Trend,1.6847762903263268,0,1500.7000000000007,-50.19000000000011,-1,0.5967371642260064,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000038,2020-12-21 15:00:00,23149.07,23330.0,22655.43,22728.31,56465.939,-189.03059523809515,Trend,0.8549278019023887,-1,-906.8299999999981,-54.7332142857143,1,0.40755235803981615,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000039,2020-12-21 18:00:00,22728.31,22967.0,22652.33,22841.29,37304.146,-160.70547619047596,Trend,0.5681238429439708,0,533.739999999998,28.325119047619182,-1,-0.14984409805165155,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000040,2020-12-21 21:00:00,22841.28,23253.0,22710.0,22730.1,30950.537,-188.1547619047619,Trend,0.5196786060188161,-1,-224.1700000000019,-27.449285714285935,1,0.17080491819551757,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000041,2020-12-22 00:00:00,22736.05,22977.0,22490.0,22969.99,46342.32,-135.4471428571427,Trend,0.7536902147003292,0,351.0800000000054,52.707619047619204,-1,-0.2801290730781407,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000042,2020-12-22 03:00:00,22970.0,23092.57,22619.1,22689.66,31370.511,-77.67583333333339,Trend,0.5235939807543248,0,-520.2200000000048,57.77130952380931,-1,-0.42652291000882325,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000043,2020-12-22 06:00:00,22689.66,22893.87,22387.0,22708.17,51989.593,-16.273928571428726,Range,0.8521050134392079,0,298.84000000000015,61.40190476190466,0,-0.790489166667942,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000044,2020-12-22 09:00:00,22708.62,23182.0,22621.0,23130.41,44655.132,-5.313333333333503,Range,0.8805567578972107,0,403.7300000000032,10.960595238095223,-1,-0.6735064118038565,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000045,2020-12-22 12:00:00,23131.28,23670.0,23075.0,23459.88,58473.001,74.05321428571418,Range,1.3082994420779128,0,-92.77000000000044,79.36654761904768,-1,-14.937242337335974,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000046,2020-12-22 15:00:00,23459.88,23629.6,23237.0,23362.77,39865.712,92.84559523809527,Range,0.9354005147344479,0,-426.58000000000175,18.792380952381095,-1,0.25376860590920214,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000047,2020-12-22 18:00:00,23362.77,23532.1,23285.0,23436.3,19436.442,114.76428571428576,Trend,0.4812739037463187,1,170.63999999999942,21.91869047619049,-1,0.23607679416542826,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000048,2020-12-22 21:00:00,23436.31,23850.0,23350.0,23826.99,33991.602,143.1603571428572,Trend,0.8338317787426048,1,317.1600000000035,28.396071428571446,-1,0.24742951391049983,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000049,2020-12-23 00:00:00,23826.74,24091.46,23546.95,23643.63,41298.578,155.86250000000027,Trend,1.0289897734111106,0,-574.0500000000029,12.702142857143059,-1,0.08872667762673858,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000050,2020-12-23 03:00:00,23643.62,23785.0,23360.37,23545.0,35175.187,114.27107142857164,Trend,0.8661565848202396,0,84.72999999999956,-41.59142857142862,-1,-0.2668469232267451,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000051,2020-12-23 06:00:00,23545.35,23700.0,23336.0,23516.87,32199.365,51.9534523809523,Range,0.8443104736495224,0,70.5,-62.317619047619345,0,-0.5453490395123557,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000052,2020-12-23 09:00:00,23516.87,23750.0,22800.66,23080.0,71083.419,-20.784761904762057,Range,1.7153163645152598,0,-408.73999999999796,-72.73821428571435,1,-1.4000650765680853,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000053,2020-12-23 12:00:00,23080.0,24235.42,22950.75,23776.01,95508.19,0.9784523809521488,Range,2.0731187324823432,0,1132.8799999999974,21.763214285714206,-1,-1.047075467375355,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000054,2020-12-23 15:00:00,23776.0,23941.0,23350.0,23602.76,43027.186,-9.627380952381264,Range,0.9260129040847952,0,-869.2599999999984,-10.605833333333413,1,-10.839396520260593,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000055,2020-12-23 18:00:00,23602.07,23694.86,23436.0,23511.24,16511.155,-25.695714285714487,Range,0.35816470911042037,0,81.7300000000032,-16.06833333333322,-1,1.6690243600840202,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000056,2020-12-23 21:00:00,23511.24,23540.99,22572.52,23238.27,59951.859,-24.43619047619047,Range,1.2149686415956407,0,-181.45000000000437,1.259523809524019,-1,-0.04901688256334058,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000057,2020-12-24 00:00:00,23237.73,23250.55,22735.0,22806.35,48955.085,-64.7985714285714,Trend,0.9732344442309924,-1,-158.95000000000073,-40.36238095238094,-1,1.6517460441187932,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000058,2020-12-24 03:00:00,22805.59,23143.0,22700.0,23051.0,30398.106,-75.40571428571418,Trend,0.6115790520268539,0,676.5700000000033,-10.607142857142776,-1,0.16369408496659865,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000059,2020-12-24 06:00:00,23051.0,23496.0,22832.29,23464.96,33965.323,-42.76821428571427,Trend,0.6803264002367869,0,169.30999999999767,32.63749999999991,-1,-0.4328252879660497,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000060,2020-12-24 09:00:00,23465.12,23487.4,23063.5,23235.65,27393.426,-74.81142857142835,Trend,0.616083901752305,-1,-643.2699999999968,-32.04321428571408,-1,0.7492296515269137,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000061,2020-12-24 12:00:00,23235.65,23444.14,23034.56,23236.0,27217.045,-35.95892857142847,Trend,0.7575568067942298,0,229.65999999999622,38.85249999999988,-1,-0.519339100213871,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000062,2020-12-24 15:00:00,23236.02,23493.51,23101.0,23396.9,25891.678,10.596785714285769,Range,0.7663556538044285,0,160.5500000000029,46.555714285714245,0,-1.2946913641555369,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000063,2020-12-24 18:00:00,23396.9,23596.29,23265.0,23551.8,15890.477,65.15654761904773,Trend,0.47141734858477946,0,-6.000000000003638,54.559761904761956,-1,5.148708615595454,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000064,2020-12-24 21:00:00,23552.0,23819.81,23375.79,23737.44,28043.117,104.97380952380956,Trend,0.9436000803131782,1,30.7400000000016,39.817261904761835,-1,0.6111014680759688,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000065,2020-12-25 00:00:00,23738.75,23836.0,23481.22,23490.5,18399.959,66.05059523809516,Range,0.7104261069511918,0,-432.5799999999981,-38.92321428571441,0,-0.3707897661548242,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000066,2020-12-25 03:00:00,23490.5,23654.89,23450.0,23611.3,12818.111,47.117261904761754,Range,0.5407939839995897,0,367.73999999999796,-18.9333333333334,-1,-0.2866489433605205,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000067,2020-12-25 06:00:00,23611.3,23888.88,23525.0,23688.01,27890.398,65.58880952380916,Trend,1.2156372722646098,0,-44.090000000000146,18.471547619047406,-1,0.3920335535707484,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000068,2020-12-25 09:00:00,23688.01,24718.0,23655.73,24605.23,75848.456,130.6157142857141,Trend,2.6154725566537524,1,840.510000000002,65.02690476190493,-1,0.9914329172006049,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000069,2020-12-25 12:00:00,24605.22,24673.77,23708.0,24047.83,55697.187,116.62107142857145,Trend,1.710605618257319,0,-1474.619999999999,-13.994642857142637,1,-0.10714363837210417,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000070,2020-12-25 15:00:00,24047.72,24324.09,23956.93,24196.27,36575.55,112.90642857142882,Trend,1.0790709825341196,0,705.8399999999965,-3.7146428571426355,-1,-0.03185224429547273,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000071,2020-12-25 18:00:00,24196.28,24547.94,24149.0,24469.1,23197.393,129.49142857142868,Trend,0.666423780089538,1,124.38999999999942,16.584999999999866,-1,0.14689154736222632,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000072,2020-12-25 21:00:00,24469.1,24827.64,24227.1,24730.0,34096.377,165.86761904761912,Trend,0.9586943860521632,0,-11.929999999996653,36.37619047619043,-1,0.2809158171895909,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000073,2020-12-26 00:00:00,24729.99,25000.0,24507.24,24858.51,38339.278,162.86273809523806,Trend,1.0073949079156646,0,-132.39000000000306,-3.0048809523810576,1,-0.01811613966387482,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000074,2020-12-26 03:00:00,24858.51,25071.0,24657.0,24729.55,31269.019,129.48238095238088,Trend,0.7746719465176664,0,-257.4699999999975,-33.38035714285718,1,-0.20496006350659035,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000075,2020-12-26 06:00:00,24729.54,25029.69,24680.13,24913.81,22020.085,93.05095238095232,Trend,0.5556359493999157,0,313.22000000000116,-36.431428571428555,-1,-0.28136205330381414,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000076,2020-12-26 09:00:00,24913.8,24931.85,24552.0,24843.8,26620.515,119.87321428571414,Trend,0.7951899585283003,0,-254.27000000000407,26.822261904761817,-1,0.28825349143070533,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000077,2020-12-26 12:00:00,24843.81,25450.0,24743.47,25389.99,50275.632,126.80964285714306,Trend,1.5328295900716788,1,616.2000000000044,6.9364285714289196,-1,0.05786470824830103,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000078,2020-12-26 15:00:00,25390.0,26053.61,25350.0,25814.0,76994.08899999999,153.0283333333336,Trend,2.034106715607685,0,-122.18000000000393,26.21869047619053,-1,0.2067562835558736,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000079,2020-12-26 18:00:00,25814.0,26549.99,25601.23,26440.4,48346.844,222.16142857142884,Trend,1.1793285254751846,1,202.39000000000306,69.13309523809525,-1,0.45176663518582694,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000080,2020-12-26 21:00:00,26440.4,26926.0,26060.02,26508.83,73400.093,278.01488095238136,Trend,1.5988451299224073,0,-557.9700000000012,55.85345238095252,-1,0.25140931411950596,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000081,2020-12-27 00:00:00,26508.84,26999.65,26492.49,26583.94,59612.543,311.54333333333335,Trend,1.227420065773608,1,6.679999999996653,33.52845238095199,-1,0.12059948829391898,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000082,2020-12-27 03:00:00,26583.94,26967.06,26454.6,26905.88,29794.63,317.0013095238095,Trend,0.615807139354533,1,246.83000000000538,5.457976190476131,-1,0.017519155785100438,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000083,2020-12-27 06:00:00,26906.0,27958.9,26903.79,27500.0,88913.747,339.8940476190476,Trend,1.5669066968258676,1,272.17999999999665,22.892738095238144,-1,0.07221654109135067,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000084,2020-12-27 09:00:00,27500.0,28459.84,27034.23,27679.15,102330.183,308.6389285714285,Trend,1.5455754045789472,0,-414.9699999999975,-31.255119047619132,1,-0.09195547632140288,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000085,2020-12-27 12:00:00,27679.48,27800.0,26592.0,27375.18,90369.066,243.065,Trend,1.268869369034513,0,-483.1200000000026,-65.5739285714285,1,-0.21246162587119233,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000086,2020-12-27 15:00:00,27375.18,27536.7,26656.21,26840.29,66088.791,131.080119047619,Trend,0.9460584219262519,0,-230.91999999999825,-111.98488095238099,1,-0.4607198936596425,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000087,2020-12-27 18:00:00,26840.3,27327.58,26210.0,26244.51,47359.113,12.125714285714128,Range,0.6791441546424429,0,-60.890000000003056,-118.95440476190488,0,-0.907493871886788,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000088,2020-12-27 21:00:00,26243.97,26738.84,25850.0,26305.64,55796.075,-89.73869047619056,Range,0.8262043699409053,0,656.9100000000035,-101.86440476190468,-1,-8.400693135406952,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000089,2020-12-28 00:00:00,26301.76,27390.0,26117.1,27098.96,47800.539,-112.60773809523839,Range,0.7236309216298685,0,732.1899999999987,-22.869047619047834,-1,0.254840442820095,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000090,2020-12-28 03:00:00,27098.96,27325.0,26832.31,26960.24,23350.05,-124.80559523809531,Range,0.3578499870166632,0,-932.0399999999972,-12.197857142856918,1,0.10832166020900402,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000091,2020-12-28 06:00:00,26960.23,27228.1,26732.58,26969.0,29492.08,-73.9120238095239,Range,0.5100385496620534,0,147.47999999999593,50.893571428571406,-1,-0.40778277072818925,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000092,2020-12-28 09:00:00,26968.0,27039.17,26600.0,26893.96,25438.788,2.5657142857142476,Range,0.5276463702352697,0,-83.79999999999927,76.47773809523815,-1,-1.0347130839269976,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000093,2020-12-28 12:00:00,26893.87,27538.82,26738.71,27313.2,43951.805,100.10690476190484,Trend,1.0363631788670435,1,494.2800000000025,97.5411904761906,-1,38.017167780253025,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000094,2020-12-28 15:00:00,27313.48,27356.0,26730.0,27165.01,34904.946,129.46500000000006,Trend,0.9063471389695091,0,-567.4300000000039,29.358095238095217,-1,0.2932674355272573,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000095,2020-12-28 18:00:00,27165.0,27255.0,26690.01,26885.89,28540.25,63.99809523809515,Range,0.7892917417655981,0,-130.92999999999665,-65.46690476190491,0,-0.50567261238099,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000096,2020-12-28 21:00:00,26885.9,27188.0,26423.96,27102.66,34085.01,7.874047619047512,Range,1.0191229843081568,0,495.8899999999994,-56.124047619047644,-1,-0.8769643441769115,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000097,2020-12-29 00:00:00,27101.45,27139.79,26660.56,26887.43,21852.842,-0.16392857142870657,Range,0.7235568078873461,0,-432.0,-8.037976190476218,1,-1.0208188443046953,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000098,2020-12-29 03:00:00,26887.42,26893.18,25913.01,26476.6,56560.095,-52.26416666666674,Range,1.6464274229608764,0,-195.60000000000218,-52.10023809523803,-1,317.8228031950898,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000099,2020-12-29 06:00:00,26476.59,26792.4,26164.01,26674.81,29713.323,-75.39309523809511,Trend,0.8642396863440012,0,609.0400000000045,-23.128928571428375,-1,0.44253893339467787,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000100,2020-12-29 09:00:00,26674.81,26948.0,26531.79,26908.01,27539.806,-80.12416666666671,Trend,0.7949484996787476,0,34.989999999994325,-4.731071428571596,-1,0.06275205194362488,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000101,2020-12-29 12:00:00,26904.73,27133.76,26611.8,26695.82,30645.095,-57.953690476190395,Range,0.9291975810601375,0,-445.3899999999958,22.170476190476315,0,-0.27670148861217025,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000102,2020-12-29 15:00:00,26695.82,26766.66,26266.15,26642.8,38051.819,-41.37952380952387,Range,1.1401796273873337,0,159.16999999999825,16.574166666666528,-1,-0.285989839999505,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000103,2020-12-29 18:00:00,26641.21,27036.0,26558.0,27019.99,26064.774,-10.844999999999908,Range,0.788310510414537,0,430.21000000000276,30.53452380952396,-1,-0.7379138520317183,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000104,2020-12-29 21:00:00,27020.0,27441.73,26841.0,27402.83,30331.695,71.62535714285738,Trend,0.9305647827166561,1,5.649999999997817,82.4703571428573,-1,-7.604458934334531,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000105,2020-12-30 00:00:00,27402.83,28075.0,27402.82,28047.22,45113.967,177.5876190476194,Trend,1.2707239159371602,1,261.5499999999993,105.96226190476202,-1,1.479395930877097,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000106,2020-12-30 03:00:00,28047.23,28359.84,27758.33,28045.71,47644.05,211.79250000000008,Trend,1.385482097970114,0,-645.9000000000015,34.20488095238068,-1,0.1926084776394732,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000107,2020-12-30 06:00:00,28045.7,28656.9,27500.0,27775.18,81672.28600000001,207.3302380952383,Trend,1.9977108542582307,0,-269.0199999999968,-4.462261904761789,1,-0.021069027018245645,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000108,2020-12-30 09:00:00,27775.18,28099.0,27401.0,27873.0,46378.845,209.8060714285714,Trend,1.0726454036845425,1,368.34999999999854,2.475833333333128,-1,0.01194149660020094,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000109,2020-12-30 12:00:00,27872.12,28218.62,27606.72,28212.01,33655.075,194.8221428571426,Trend,0.7716564798102066,0,241.1899999999987,-14.983928571428805,-1,-0.07141799314673358,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000110,2020-12-30 15:00:00,28212.01,28345.0,27921.27,28260.42,32688.277,142.09190476190426,Trend,0.7611905131346791,0,-290.59999999999854,-52.73023809523835,1,-0.27065834161317015,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000111,2020-12-30 18:00:00,28260.41,29063.72,28256.81,28816.02,57283.509,137.56011904761874,Trend,1.2228056663068276,0,507.1900000000023,-4.531785714285519,-1,-0.031893342001989455,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000112,2020-12-30 21:00:00,28816.02,29020.91,28558.44,28906.99,30301.646,138.86511904761906,Trend,0.6468876686544885,0,-464.630000000001,1.3050000000003195,-1,0.009486761199650973,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000113,2020-12-31 00:00:00,28906.99,29376.7,28071.59,28752.23,64034.442,160.50190476190488,Trend,1.3013208592948404,0,-245.7300000000032,21.63678571428582,-1,0.15581152317210933,BTCUSDT_2020-2025_trend_following,1
1970-01-01 00:00:00.000000114,2020-12-31 03:00:00,28752.22,29239.03,28743.48,29013.51,29918.665,186.96428571428567,Trend,0.6366812233927641,1,416.0400000000009,26.462380952380784,-1,0.16487269102280222,BTCUSDT_2020-2025_trend_following,1
